date,nav,source_date,source_title,source_url,source_id,context
2025-08-29,1.218,2025-08-29,叫兽指数20250829：净值高点回撤千分之四，调仓,https://zhuanlan.zhihu.com/p/1945075523207275096,1945075523207275096,叫兽指数20250829：净值高点回撤千分之四，调仓 叫兽指数20250829：净值高点回撤千分之四，调仓 Deep Van Deep Van的逃生地牢（星球） 已关注 284 人赞同了该文章  如题，相比十天前，叫兽指数回撤了千分之四，净值从1.2232->1.218。  持仓上看，主要原因：  虽然七月份加仓的A股量化创了新高（国金量化多因子），但因为港股创新药和美股都在调整，净值依旧回撤了0.4%。  如何看待8月A股芯片股的大牛市？  这类短期抱团爆发的大行情不是基本面策略擅长捕捉的，也不是指数增强，量化选股类量化策略擅长捕捉的。它更加适合游资类主观策略，以及部分量化打板策略
2025-09-10,1.234,2025-09-10,叫兽指数20250910，新高和展望,https://zhuanlan.zhihu.com/p/1949135537920276439,1949135537920276439,叫兽指数20250910，新高和展望 叫兽指数20250910，新高和展望 Deep Van Deep Van的逃生地牢（星球） 已关注 92 人赞同了该文章  如题，叫兽指数继续新高，净值1.234。增长主要来自黄金的增长和美股的继续反弹。  上一轮调仓加了和硫化物固态电池相关的三个个股，考虑到合规没有发公众号，如果错过了，就别配置了。  宁德复产对赣锋冲击很大，但对做固态电池设备的两个公司来说没啥影响。  美股美债的上涨逻辑主要是降息，黄金的话，则是市场对美联储的独立性担忧导致的（见之前的四因子模型）。  编辑
2025-09-19,1.25,2025-09-19,叫兽指数20250919，新高(1.234->1.25),https://zhuanlan.zhihu.com/p/1952309549789872660,1952309549789872660,数20250919，新高(1.234->1.25) 叫兽指数20250919，新高(1.234->1.25) Deep Van​ Deep Van的逃生地牢（星球） 已关注 169 人赞同了该文章  如题，因为美股的强势，叫兽指数继续新高，净值从20250910的1.234上涨到1.25；  上一次加的先导智能因为触发异动，已经在星球和知乎提示开盘价跑路；  下一步考虑减仓欧洲，等印度解决美国关税问题加仓印度LOF；        编辑于 2025-09-19 09:54・广东 CMMI评估是什么？为什么那么多IT企业都在做？ 如今，越来越多的企业都会去申请通过CMMI评估，很多企业也会以拿到证书作为
2025-10-03,1.267,2025-10-03,叫兽指数20251003，新高和调仓。,https://zhuanlan.zhihu.com/p/1957449366605395915,1957449366605395915,叫兽指数20251003，新高和调仓。 叫兽指数20251003，新高和调仓。 Deep Van Deep Van的逃生地牢（星球） 已关注 139 人赞同了该文章  1.如题，继续新高，净值1.258->1.267；  2.调仓9月30号发星球了，知乎和公众号忘了发，不过反正这几天休市影响不大；  3.本着知行合一的想法，还是做调仓操作：  削减40%的越南和印度仓位，加仓招商量化精选，广发量化多因子（搞这么多量化产品也没办法，全都限购）和电池ETF。  十一推荐了美国医药股，有IB的可以考虑配置5%左右的仓位。  指数组成： 
2025-10-09,1.278,2025-10-09,叫兽指数20251009，新高和吐槽,https://zhuanlan.zhihu.com/p/1959914662339515568,1959914662339515568,兽指数20251009，新高和吐槽 叫兽指数20251009，新高和吐槽 Deep Van Deep Van的逃生地牢（星球） 已关注 151 人赞同了该文章  国庆假期结束，叫兽指数如期新高（两个美股qdii净值还没更新，不过也是涨的），净值从1.267 -> 1.278。涨幅主要由美股，黄金，量化，储能板块贡献。  组成不变，见下图；净值见图二。  然后忍不住要吐槽了。  1.港股创新药，又被要命康德李割击沉了，一天把假期的涨幅全部跌完；  2.越南指数新高，但叫兽指数里的越南主题qdii还是亏钱的，有星球里的朋友说了原因：基金经理实在是个彩笔，超配金融股，低配制造业尤其是低配富士康
2025-10-16,1.263,2025-10-16,叫兽指数20251016，回撤，调仓，老登资产护住净值,https://zhuanlan.zhihu.com/p/1962162715167536804,1962162715167536804,值 叫兽指数20251016，回撤，调仓，老登资产护住净值 Deep Van Deep Van的逃生地牢（星球） 已关注 187 人赞同了该文章  如题，由于贸易冲突风险再起，美股和大A一起调整，叫兽指数回撤。不过因为黄金和煤炭ETF上涨，净值回落也不多：从1.278回落到1.263。  不知不觉中，黄金ETF成了叫兽指数里涨幅最大的品种，没想到啊。  然后是调仓：  1.止损利元亨；  2.止盈部分赣锋锂业（1/4）。本次个股推荐虽然整体是赚钱的但是感觉不是太好，以后规避。  3.加了点印度LOF（因为那个印度表态会逐步停止进口俄原油的新闻），加仓后占比大概3.2%。考虑到之前加仓印度不是很顺利
2025-10-28,1.282,2025-10-28,叫兽指数20251028，新高+小幅止盈恒生医药，附带plus操作（需要期货期权知识）,https://zhuanlan.zhihu.com/p/1966808840088560614,1966808840088560614,货期权知识） 叫兽指数20251028，新高+小幅止盈恒生医药，附带plus操作（需要期货期权知识） Deep Van Deep Van的逃生地牢（星球） 已关注 128 人赞同了该文章  因为近期美股的强势，本来回撤了的叫兽指数再次新高，净值1.262->1.282。  除了美股，配置的量化产品表现也不错，基本都跑赢了中证1000。黄金则在中美冲突缓和后深度调整，创新药下跌后开始横盘。  今日调仓，止盈1/3的恒生医药，加到QQQI和纳斯达克100上（没有美股账户的朋友加纳斯达克100).  换仓前：  换仓后：  有朋友可能会问，为什么加仓后QQQI和纳斯达克100成本价没变？
2025-11-05,1.27,2025-11-09,叫兽指数20251109，调仓红利防守,https://zhuanlan.zhihu.com/p/1971224472322282021,1971224472322282021,高之后美股因为流动性问题，回撤马上来了。  叫兽指数20251104，意外的新高，减仓防守一波  美股下跌的流动性原因：  如何看待2025年11月5日A股市场行情?  所幸配置的A股量化和煤炭ETF，恒生高股息产品表现给力，回撤不大：  净值变动1.283->1.27。  顺便谈下周五的美股：  1.为什么谈判僵持美股还v回来了？  民主党提的条件是原医保政策延期一年，已经有谈成的诚意了，川普现在只是为了面子强撑。 这是周末的猜测，果然刚才达成协议了  2.过去一个月无论是a股还是美股，科技股都开始高位震荡，叫兽指数里表现最好的是煤炭和恒生高股息ETF，理由也很简单。降息周期＋科技
2025-11-13,1.292,2025-11-12,叫兽指数20251112，再次新高，净值接近1.3,https://zhuanlan.zhihu.com/p/1972244634064369209,1972244634064369209,51112，再次新高，净值接近1.3 Deep Van Deep Van的逃生地牢（星球） 已关注 121 人赞同了该文章  RT。  虽然近期A股整体表现欠佳，但由于持仓里的美股/恒生医药/黄金/港股红利都在反弹/大涨，叫兽指数再次新高，净值从1.27->1.292。  本次无调仓，新加入的东西精选（03441）买的时候请注意下溢价。  持仓：  净值走势：  发布于 2025-11-13 10:09・广东 不懂就问，你了解分公司和子公司二者的区别吗？ 企业想要扩大发展，分公司和子公司是两种常见选项，但许多老板常分不清这二者的差异。一字之差，背后隐藏着法律风险、税务处理等重大差异
2025-12-06,1.28,2025-12-06,叫兽指数2025/12/6，净值反弹离新高还有0.012,https://zhuanlan.zhihu.com/p/1980684890031800434,1980684890031800434,数2025/12/6，净值反弹离新高还有0.012 叫兽指数2025/12/6，净值反弹离新高还有0.012 Deep Van Deep Van的逃生地牢（星球） 已关注 113 人赞同了该文章  1.RT，随着美股和A股的反弹，叫兽指数的净值从1.247->1.28。顺便之前的排版太烂了，改了下，组合按  美股Beta；  A股量化Alpha；  港股红利；  黄金；  其他类花活；  排序。  2.新调入的XBI和谷歌表现都不错，继续拿着。但最舒服的调仓还是QQQI（因为QQQI有分红，这里显示的前复权的值，经过复权处理后8月7日的开盘价格从51.06下降刀50.7）  3.加
2025-12-15,1.271,2025-12-15,叫兽指数全球版2025/12/15，瞎猜2026,https://zhuanlan.zhihu.com/p/1983956365157359973,1983956365157359973,叫兽指数全球版2025/12/15，瞎猜2026 叫兽指数全球版2025/12/15，瞎猜2026 Deep Van​ Deep Van的逃生地牢（星球） 已关注 232 人赞同了该文章  RT，今日叫兽指数净值1.271，由于美股调整，净值从1.28降低到1.271。  按照我之前的设计和大家的意见，原本的叫兽指数改组为叫兽指数全球版，砍掉了全部的cn资产和支付宝QDII，之前的成分：  砍掉后，空出了大约44.2%的仓位：  好了，然后是调仓的理由，顺便说下我对2026年美股的判断：  一.对美股不利的因素： 1.1估值变贵  我在
2025-12-21,1.275,2025-12-21,叫兽指数全球版2025/12/21，瘦身。,https://zhuanlan.zhihu.com/p/1986112193679364986,1986112193679364986,叫兽指数全球版2025/12/21，瘦身。 叫兽指数全球版2025/12/21，瘦身。 Deep Van Deep Van的逃生地牢（星球） 已关注 126 人赞同了该文章  RT，过去的一周左右，叫兽指数净值从1.271上涨到1.275。持仓如下：  之前有朋友反应叫兽指数全球版搞的过于分散，变成ETF超市了，我觉得有道理，准备简化，简化后把成分压缩到8个。分成三部分：  1.防御类：  只保留一个IAUI，备兑类ETF，持有黄金ETF卖出虚值黄金看涨期权。每年分红大概是10%左右。和QQQI/SPYI出自同一个公司，大牛市环境下会跑输黄金但在其他环
2025-12-23,1.291,2025-12-23,叫兽指数全球版2025/12/23，新高,https://zhuanlan.zhihu.com/p/1987087413491832074,1987087413491832074,"叫兽指数全球版2025/12/23，新高 叫兽指数全球版2025/12/23，新高 Deep Van Deep Van的逃生地牢（星球） 已关注 61 人赞同了该文章  RT，随着美股的反弹和日本DAX/黄金的新高，叫兽指数再次新高，净值：1.271->1.291。  本次无调仓，现在这个仓位变动不大了，直到我认为出现了更佳的机会或者出现了要处理的重大风险。  然后就是持仓简评：  美股并未新高，黄金只是刚新高，但指数里加入了大量的衍生品ETF（QQQI,SPYI，IAUI)平替QQQ/SPYI/IAU。他们的统一特征：  1.通过期权合成期货多头平替现货多头；  2.卖出虚值"
2025-12-31,1.291,2025-12-27,2025年终总结：叫兽指数,https://zhuanlan.zhihu.com/p/1988327505925513278,1988327505925513278,样了。  一.数据总结： 二.具体数据  闲话不说，拉净值曲线。  年初（2025/01/08），叫兽指数的净值为1.067：（见https://mp.weixin.qq.com/s/W3bAdyYhOiT85lygP3wiSw）  年末，净值1.291。净值增长 1.291/1.067 - 1 = 21%左右。收益略高于纳指，高过标普4.4%左右。  最大回撤发生在懂王贸易战时期（20250321-20250408），最大回撤1 - 1.03/1.09 = 5.5%  标普/纳斯达克100的最大回撤发生在今年2月11到4月11，最大回撤25.6%，21.2%。  嗯
2026-02-06,1.326,2026-02-06,叫兽指数全球版20260206，继续加谷歌和03441，清仓无备兑纳指,https://zhuanlan.zhihu.com/p/2003048628940470218,2003048628940470218,球） 已关注 223 人赞同了该文章  如题.下面是上一期的叫兽指数，放出来主要是为了合订本经得起审查（星球也有，见专栏）  https://mp.weixin.qq.com/s/HNA5j8LzzRCXU0zJeH12_A  上期叫兽指数净值1.326，这一周多随着黄金和美股的暴跌，净值回撤到1.306。  本来很担心的，结果一看回撤也没多少。  然后是持仓点评：  纳指，这个过去十天大幅下跌，不过因为持仓里一半是卖备兑的QQQI，所以对净值影响不大；  黄金也是一样的，IAUI也是卖备兑结构，涨的时候跟不上，不过跌的时候跌得也小；  谷歌，这个着重说下：  财报超
2026-03-09,1.293,2026-03-09,叫兽指数20260309（包括内地版/全球版和高频与定投版），应对战争滞涨,https://zhuanlan.zhihu.com/p/2014269142774072915,2014269142774072915,油气类QDII现在几乎停止申购）。留下20%的现金仓（短债类产品）用于后期抄底。  二.定投版叫兽指数  适合不喜欢频繁调仓，持续定投的朋友，个人建议等战争结束再开始定投。  三.高频版叫兽指数全球版  上周五调仓了伯克希尔，因为战争缘故，净值发生了较大回撤，从1.355->1.293.  调仓伯克希尔的原因已经讲过（应对战争滞涨）。另外还有一点要注意：美国的油气股涨幅大幅落后原油现货和近月期货（反应市场对战争会早日结束的乐观预期），这意味着现在换仓XLE还来得及。  此外，前几天已经提示停止做多黄金，因为恐慌导致的流动性冲击会拉高实际利率，即使是黄金也躲不掉下跌。  调仓后的全球版，在spy换仓伯
2026-03-15,1.282,2026-03-15,叫兽指数20260315，按计划对冲战争滞涨,https://zhuanlan.zhihu.com/p/2016533555853940137,2016533555853940137,/mp.weixin.qq.com/s/yuVyS6G8w08PSGiJ-Wsc_A 里，我们已经谈论了川普TACO失败，战争滑向长期化，尾部风险大增的情况。并决定进一步减仓，待战争结束后加仓回来。  然后，看看我们现在的position，净值从上一次的1.29->1.282，变动不大。  顺便我还是建议各位按风险进行仓位配置，这样会显著提升持仓体验。  1.科技头寸：  和上一次调仓时基本没变动，这里不做调整。理由：  1.1 QQQI自带的备兑结构适合现在的震荡和小熊市环境（注：3月1 qqqi会进行分红，届时会看到净值小幅下滑，大概两天分红到账）；  1.2 谷歌的情况我们上次讲了，
